indicator,severity,description,source_feed,reference
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487955/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487956/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487943/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487944/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487945/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487941/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487942/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487939/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487940/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487935/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487937/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487938/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487933/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487934/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487930/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487931/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487932/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487929/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487927/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487928/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487925/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487926/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487924/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487923/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487917/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487918/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487919/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487920/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487921/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487915/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487916/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487912/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487913/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487914/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487907/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487908/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487909/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487910/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487911/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487903/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487905/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487902/
web.opendrive.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,GuLoader,rat,RemcosRAT)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487420/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487357/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487358/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487359/
github.com,HIGH,Domain hosting: URLhaus: malware_download (exe),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487360/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (exe,LummaStealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487363/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (exe,SalatStealer)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487364/
github.com,HIGH,Domain hosting: URLhaus: malware_download (QuasarRAT),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487240/
raw.githubusercontent.com,HIGH,Domain hosting: URLhaus: malware_download (QuasarRAT),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487239/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487088/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487083/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487080/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3487082/
raw.githubusercontent.com,HIGH,Domain hosting: URLhaus: malware_download (None),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486184/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486183/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486181/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486180/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486174/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486175/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486176/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486177/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486173/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3486172/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (exe,github)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485965/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485218/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485210/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485211/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485212/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485213/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485214/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485215/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485198/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485202/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485203/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485206/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485207/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485208/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485196/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485194/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485193/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485190/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485152/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485154/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485140/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485125/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485118/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485114/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485116/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485117/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485112/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3485111/
m.anphelp.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484632/
m.fiqhelp.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484622/
u9b.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484603/
www.axhelp.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484605/
gcxew-33w.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484606/
www.livhelp.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484609/
axhelp.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484614/
mxews5.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484586/
acc.nmphelp.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484560/
onyxfortitech.de,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484561/
acc.crjhelp.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484563/
acc.tishelp.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484564/
onyxsafenova.de,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484565/
onyxleo.de,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484570/
accesspoint.cc,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484576/
jdsfrw-11.top,HIGH,Domain hosting: URLhaus: malware_download (connectwise),URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484577/
innaflux.com,HIGH,"Domain hosting: URLhaus: malware_download (connectwise,exe)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484546/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484479/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484480/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484481/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484482/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484483/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484484/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484485/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484474/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484476/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484478/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484467/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484468/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484469/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484470/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484471/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484465/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484466/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484464/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484461/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483994/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483995/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483996/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483997/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483998/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483999/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484000/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484001/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484002/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484003/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484004/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484005/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484006/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3484007/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483988/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483989/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483990/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483991/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483992/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483987/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483985/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483986/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483983/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483984/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483981/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483982/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483978/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483979/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483980/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483406/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483323/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483320/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483319/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483317/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483316/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483309/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (ascii,Encoded,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483310/
drive.google.com,HIGH,"Domain hosting: URLhaus: malware_download (encrypted,Formbook,GuLoader)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483308/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483041/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483034/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483030/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483031/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483023/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483025/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483026/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483027/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483028/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483029/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483018/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483019/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483020/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483021/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483017/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483015/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483014/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483008/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3483006/
github.com,HIGH,"Domain hosting: URLhaus: malware_download (SmartLoader,zip)",URLhaus (abuse.ch),https://urlhaus.abuse.ch/url/3482360/
